review_id,user_id,business_id,stars,suspicious_score_v2,hybrid_score,hybrid_label,agentic_action
a0lCu-j2Sk_kHQsZi_eNgw,nDBly08j5URmrHQ2JCbyiw,4JzzbSbK9wmlOBJZWYfuCg,4,0,0.0,0,No action
MuqugTuR5DdIPcZ2IVP3aQ,C6IOtaaYdLIT5fWd7ZYIuA,8FNO4D3eozpIjj0k3q5Zbg,3,0,0.0,0,No action
LmuKVFh03Uz318VKnUWrxA,YN3ZLOdg8kpnfbVcIhuEZA,tdcjXyFLMKAsvRhURNOkCg,5,1,0.5,0,No action
CQYc8hgKxV4enApDkx0IhA,6lg55RIP23VhjYEBXJ8Njw,eFA9dqXT5EA_TrMgbo03QQ,5,2,1.5,2,Hide review & alert moderator
Dx9sfFU6Zn0GYOckijom-g,zRlQEDYd_HKp0VS3hnAffA,IJ0o6b8bJFAbG6MjGfBebQ,1,1,0.5,0,No action
cFtQnKzn2VDpBedy_TxlvA,13xj6FSvYO0rZVRv5XZp4w,JhupPnWfNlMJivnWB5druA,5,1,0.5,0,No action
ChBeixVZerfFkeO0McdlbA,rLtl8ZkDX5vH5nAx9C3q5Q,wzP2yNpV5p04nh0injjymA,4,1,0.5,0,No action
kZ4TzrVX6qeF0OvrVTGVEw,fpItLlgimq0nRltWOkuJJw,qjmCVYkwP-HDa35jwYucbQ,5,2,1.5,2,Hide review & alert moderator
B5h25WK28rJjx4KHm4gr7g,RRTraCQw77EU4yZh0BBTag,wct7rZKyZqZftzmAU-vhWQ,4,0,0.0,0,No action
Y_ERKao0J5WsRiCtlKSNSA,EP3cGJvYiuOwumerwADplg,vz2zQQSjy-NnnKLZzjjoxA,4,0,0.0,0,No action
hre97jjSwon4bn1muHKOJg,kpbhy1zPewGDmdNfNqQp-g,i213sY5rhkfCO8cD-FPr1A,4,0,0.0,0,No action
dtpJXC5p_sdWDLSobluJ3Q,bCKjygWJZOQHCOzootbvow,V1nEpIRmEa1768oj_tuxeQ,5,1,0.5,0,No action
S9OVpXat8k5YwWCn6FAgXg,8AMn6644NmBf96xGO3w6OA,vvA3fbps4F9nGlAEYKk_sA,1,1,0.5,0,No action
#NAME?,HLbhD2OyiMCUDRR4c1iXaw,rxQ2PIjhAx6dgAqUalf99Q,5,2,1.5,2,Hide review & alert moderator
2VTwjhOX3UUvgOGbxe4xfA,3iuZFgxUFKLxOplkDrFmyg,qjmCVYkwP-HDa35jwYucbQ,4,1,0.5,0,No action
Bk7F8IyBuOHVp6w3BAKVow,1guJDgUfTiDdbgKqBhsZFQ,3oLy0rlzRI_xiqfQHqC4_g,3,0,0.0,0,No action
ApKbwpYJdnhhgP4NbjQw2Q,iwUN95LIaEr75TZE_JC6bg,o1GIYYZJjM6nM03fQs_uEQ,1,1,0.5,0,No action
vUuFuf4LYxfqbZH3lYxJfw,iFa0SLpNeLbx6aux65mNbQ,Pr9rQKypHgC_J1AfufxzIw,4,0,0.0,0,No action
gNm48xplqt42p-NvCkzUBg,370JyOQfFcPSB9_jk641gA,AGar9KVq_W7YcF76avbDTw,4,1,0.5,0,No action
5V9lfjjlY7tkXgkcDUWYyg,Ja8SAyDdf1aY-E7vVixJiw,#NAME?,4,1,0.5,0,No action
1fRGR6XTTElRBZW_oDrpUA,N3L6SDymSRkYQtTiSDmXSg,qyNtVViurIcChc35mfYIEw,4,0,0.0,0,No action
2sG6LKzRz91l10stVHl8uQ,F0dO68TECqEJBhBJ4P0qVA,umdxfhSlk67yGEi8-S-bEg,4,0,0.0,0,No action
fuY6Bf4EtW3UwrdLQJa9_Q,W_QXYA7A0IhMrvbckz7eVg,qsThMZ3lXWYLN4t08ScsNA,4,0,0.0,0,No action
UTWI0z7nV5zNJLWnOz9Z5A,PiDqfET_ZrDKJSLKe03O9A,puy0PzIcCgR3KWJI7llBFQ,4,1,0.5,0,No action
7uzj6rJ71toRmdsXyo2suA,wv5-4IPtpVA8wdqXu-Onpw,e0vubCKi8KD8zC2C6FdbuQ,4,0,0.0,0,No action
HXU9dbOSlByXW-dB8LmJgA,7cR92zkDv4W3kqzii6axvg,faSdsW2s_SaVN0KTy-R2MQ,4,0,0.0,0,No action
1FvrC35rTJ6BWFvRog7tuA,66PQJEHC0tCWGMI4V9KT-Q,qB-qsaSnhbHCt18_AN4Quw,3,1,0.5,0,No action
Ckk1Cne1GHwzmJfo7M4r2w,IUWjTmXc3wLVaMHz33inaA,aRkYtXfmEKYG-eTDf_qUsw,5,1,0.5,0,No action
bu9S6tFKuTrMcNxQaQYMQA,1MyXsAhZK35A6EAr4reLCA,JuBygU4XDjqSeW9okyvbsQ,3,0,0.0,0,No action
V75NCU3EhqTDwPj5In94DQ,r-t7IiTSD0QZdt8lOUCqeQ,jRfdz5voj40P6WS9L54caw,4,0,0.0,0,No action
GxaYFCprt-wyqO--vB4PHQ,J3I2NClEbD1Xr8lOdjxlqQ,7SO_rX1F6rQEl-5s3wZxgQ,4,0,0.0,0,No action
RZZ9Tf5GWYwrcjg-ACiKmQ,jdoGEEy5s-5L1O_lNzEi2g,EC9WB-iVjd28B6R6KIZ8TA,4,0,0.0,0,No action
Bmt1QRDT0GfyXkhOvj_BfQ,aqqbh1NZoFk48kp0eqSLdg,zp713qNhx8d9KCJJnrw1xA,5,1,0.5,0,No action
V4hBluqV-xbgzk7Y6y9kzw,ynGxw3zZqAjahVou563zXQ,pWPzxPPXN4IqI7RUU_8KKw,4,0,0.0,0,No action
hHwQaL3QN2xgTBSCQ26wIA,Mb0psF4WQF7gZSuZafVr-g,LDJhwZN14AZOJyHjg2lkRw,4,1,0.5,0,No action
GOconNmWgg6cJbgwSwrozw,yy1SbjeyWiAhWfSr5d0new,K8pM6qQdYu5h6buRE1-_sw,5,1,0.5,0,No action
6jRs2P6zTYMn36fVnCu1Zw,40aklZ2SQPKnlTPZdvAqww,FCcFT610nQBVcRdY-devQA,4,0,0.0,0,No action
VyX6x7wnThr9g9Z6VBDIgA,UL9chyH0a4Pj8J_9M6WSpA,tA2DT7CGQPzgA6tTcTkXDw,2,0,0.0,0,No action
IRGqHYbK5AOEv5MNYMz7cQ,xw77viWz_BbmyntxoBVH4A,o5x6DF0KK1OBsiUOx2gavg,4,1,0.5,0,No action
9CXNIZTV9uStuNbvvFS8uw,uA18GuF_ezOH6tXkrrykbw,AaKlegu7gmOCD4rEESF76Q,4,1,0.5,0,No action
nzSOTOZiAb1ITqbRgWKnnQ,U3uT-Phb8iL2iuZpAROZlg,E6DnUFy3GoN4DxTqturtug,5,2,1.5,2,Hide review & alert moderator
9BJJwIciVG-JPlXetInbXw,wJzMpk54FF2jeENqMBJ24Q,znBnrQNq1FdUt5aIGAbyuQ,4,0,0.0,0,No action
DJVxOfj2Rw9zklC9tU3i1w,EPROVap0M19Y6_4uf3eCmQ,l4vBbCL9QbGiwLuLKwD_bA,1,2,1.5,2,Hide review & alert moderator
J2Ig5cV9fJU-KGewdzQXOA,gTCM7qlVrwdml-hFB6aJqQ,YeDYa6tYL16CyqYvUVOtLw,3,0,0.0,0,No action
rghv_qgXpluzDE9qn8CNrw,nM3vfxr6fcnN_nXdzwbVCw,P5uC-zfGG6yqoQDUyqyAvg,4,0,0.0,0,No action
GXj4PNAi095-q9ynPYH3kg,MjLAe48XNfYlTeFYca5gMw,CEswyP-9SsXRNLR9fFGKKw,1,1,0.5,0,No action
LN4l4wklQB0IVBjm-vq9TA,rWN1pg3mCF2btJWtG6JmJA,6Ry-gjGqApTSRZkfdYlLmw,1,1,0.5,0,No action
L_q9kLaGo33j2Ij8yUIGDw,0jJhjgr3wPin-8vYnPab6A,taSsiZAGZSz2gRg7_M4XDw,5,2,1.5,2,Hide review & alert moderator
dY_p1YkjZxJmREb9Lfc5vw,#NAME?,3oLy0rlzRI_xiqfQHqC4_g,5,1,0.5,0,No action
mTcLzmYunqJIGKgklFWICg,UHyDQ-laihWMGa8MtIToOg,0QTn4pMzKv1mnQifcP9YoQ,4,1,0.5,0,No action
#NAME?,xP3o3-r0KRUnZqBSdIGJjw,N5iW2JG5e-QyUh7brRNSfw,5,2,1.5,2,Hide review & alert moderator
xNvNTC2iXwJiiujNK6Sphg,XqMkm-DD9VsdcKx2YVGhSA,_HTE4pOKeJC7kcxiCF9vTA,4,0,0.0,0,No action
jNewOjPp56NMDrKlajrgFQ,5je-Jg8tq5BWxJtDBmTK2Q,NNGJQF3WeIHzGzweCpZ-VA,1,1,0.5,0,No action
WONOXuKoiT2hkKITvTfC0g,IE_nJq65Qpso5fN4tG9zjQ,3HciJAVduCRoPDdzgh7cAA,4,0,0.0,0,No action
IC2EAv_PGx44FnTvfAs_FA,t8vH6ubd-6i9DTisZaQdgg,4meJyPOhuAKzywUJTmu2hw,4,1,0.5,0,No action
SWdrx60taMa442b1enwfCw,iwWBF3nKoRMoy1sbkLJwvg,pRmHreZcF7YmNEEPukfcFg,5,1,0.5,0,No action
UxzU0E5eM_ZgIMus-wpS8g,BUeMRVgAQvBWnnrI2xcA1Q,s9XNBJAZ3ZcNW5u8BRZXuw,4,0,0.0,0,No action
QqUj8brMiWkMicmlWtpPrw,GVH_iuoPc0aP3ZNYlWuKag,Xq9tkiHhyN_aBFswFeGLvA,4,0,0.0,0,No action
gLHPqclZG51HH9EGzOFjxQ,aLTl_OkLo0BFRxdz1n6sYA,ImghNwml8N-ncAqhXe00hg,4,0,0.0,0,No action
ZXp8gEhfE7BHgRYIgnd3gQ,O3huqF3nBeWP9Zd6NmCAaQ,cBpJIOrVXotDI0XAZH_k0g,5,1,0.5,0,No action
odua8qFSMEXSFYmElQTspQ,68exKLCQnnZrvXNFOcIUnA,FkHhy6kWeoJf0xJTqzRWmg,1,2,1.5,2,Hide review & alert moderator
vwHmBJ5YKbZxNFtmP2KpRQ,YBVdmm5zlpLpi2_DiKsd2A,c1yGkETheht_1vjda7G5sA,4,1,0.5,0,No action
BslISEau8Pk2voEPN7kY-g,gcyEUr4DXcbjnGRAWFtfAQ,5kRug3bEienrpovtPRVVwg,4,0,0.0,0,No action
xE2MKvzes5Twg-jfAe8s4Q,mfvezpz6ohS0NQk3DZdvqQ,d7_jkx0VPx3uHsUl18iHMQ,5,1,0.5,0,No action
bxPZPvBJp5HwyKVHhcUMLQ,qLCpuCWCyPb4G2vN-WZz-Q,8ZwO9VuLDWJOXmtAdc7LXQ,4,1,0.5,0,No action
EUCqs_gfKZi1YoKVkWjSYw,HY9qpAamqLXFoa7xMwNntg,LzpR_jE6VIutJ08s2cdRrw,1,1,0.5,0,No action
1RSEAeAWilUywt1B3SAkSA,P-9g9-6OriX0ElKpZknUKA,5GpvSL1tlAjpgdJKZ5eLpg,4,1,0.5,0,No action
pyCM8bH0z8fp6cWg6f2hKQ,qT17WVkJi0RvQ4nNPN6NDw,O-Xa9GCFWI65YiBD5Jw_hA,5,1,0.5,0,No action
WD99RuBcxqvYRCFTf_mT3A,Y9LxzNvQxKwLhy2Zo7R_4w,9lDZ2d6oRpFsSWwDCCDQOw,4,1,0.5,0,No action
aRcp0rlSuAiuF-CDDZx9nQ,ZoBrIw-7VgCOO30GJVCoOA,vARjqeIkSNsazHltujiq4Q,5,2,1.5,2,Hide review & alert moderator
VqNdpXrssjJrC0Z_swPUdA,ASi6ZgbbwXIwU2H24uANmQ,145SQ_msdQ1yo7J0E63VoA,1,1,0.5,0,No action
6iEP6dvHIefVMMnjeDRNcQ,8tbXmjYGsYFZXk6ppuwRWQ,hW0Ne_HTHEAgGF1rAdmR-g,1,1,0.5,0,No action
CxVOhu043DTW4zPTsQnJPA,cwm_3br1CTH8IO8ZwWzFLg,Hgbxen9iKGL4AH6kKgC8YQ,5,2,1.5,2,Hide review & alert moderator
ZbSLbPWeDfSL1HxyiSRqEg,7izaZThzAWk2UjrDTL849w,yb17xHvhDJthJGS10uhFeQ,4,0,0.0,0,No action
pMm0qHdnBWd_PWGyYEOnWg,H4ewd_HH1DE0Y8RbC_7HbA,0QrA-Klgp1R-GzUr6uJS7Q,4,0,0.0,0,No action
E6-DKEktgxA_fLEnfguAwA,ziCKT5n58tcVfgksImx0VQ,hfl62LX14YqNpG0g0Tj6_Q,4,0,0.0,0,No action
i5Ms8r5AMRa-wcU5-necFA,Gi_ZP3Pjdvc9-a8aS3SH0A,rRe2eLIQ4MQ7d6vFL26Qdg,5,3,1.995,2,Hide review & alert moderator
Y8GAudCnbK-05qkFzLsv0Q,0NckJhx0qXykvvhsm-p7MA,E8z9E0aFDYwC7KQuEU3GYA,4,0,0.0,0,No action
cALYebKb5hygdKHqlQJu2Q,thlVIc8s6ZCP37UGMf3yDA,yGmdo1ENajB98iryHGoWFw,4,1,0.5,0,No action
SawdMXLYD5ytRmMFvY4nmA,QAwWrE6LLbVHNtZOoDdRRw,QGeliKMObpVZ3jP89--ZIg,5,1,0.5,0,No action
j-jMQdELr6AFkCcEHxB7ww,v10WwWFKPAK6aKjghrLj3g,bc-lE-wGVAsUrX-kJhtY-Q,5,2,1.5,2,Hide review & alert moderator
SmUMyCUNrT9HEo_DXdgUuQ,bZFRqP7s0Vszxeu8_IwYow,CrBsdxqOjPdnfsDxV89GJQ,4,0,0.0,0,No action
oTB_mpCKcu-8wayQQuCDZw,FpCmGLWHe5Y-kDS7ZYaF5w,m9Wqqma30o-hH2fAX7dnug,5,1,0.575,0,No action
1e_YRoF0lrA9-4tvdym_Sg,_w_hrcZ-9uObIBepDmLJwg,M3zLQRbSF_VcGukkzxXc4w,5,2,1.5,2,Hide review & alert moderator
WqLc0KSfMHGoWNtvPque5w,GVH_iuoPc0aP3ZNYlWuKag,LzpR_jE6VIutJ08s2cdRrw,4,1,0.5,0,No action
4jkSNOjZN-35vo1_Z2SL7w,qT17WVkJi0RvQ4nNPN6NDw,WaO_hAunQrZ--vI308rHQA,3,0,0.0,0,No action
MbLozRSxSjtMJ3YmPCms7Q,UfMHoQ4lic1aCkXFa4TxlA,COc06ScpJTN15NXMf4gkqA,1,1,0.5,0,No action
xbXkOaXLbwFsCMgsH6T9Tg,kWIyajQP2mEv93yj34oemg,hfl62LX14YqNpG0g0Tj6_Q,5,1,0.5,0,No action
LbSa1y7dGRZc4z6TXFG4AQ,P_LzcrlVXFdgBq_24UnlUw,AGar9KVq_W7YcF76avbDTw,3,1,0.5,0,No action
39gCBTrQVeM4GVOt_wEoLg,a_V8LRfMxGvpGtTwR2olrg,V1nEpIRmEa1768oj_tuxeQ,5,2,1.5,2,Hide review & alert moderator
15YFoHK5HPQpg1u_vwbqmA,8-2W5CmkDl9vrkxRpkiPRg,Y-NqaDy_1bb-Y5dQ33x-Pw,4,0,0.0,0,No action
2dEtB3h8yZEONOmUJIUPZQ,uQYOGKahTkpR9wEVjaAOCw,0RqNRc6RiILzZxK9J8Kqug,2,0,0.0,0,No action
L1SNUf6VQgG2rolLLvVgxw,jdoGEEy5s-5L1O_lNzEi2g,YEQkTCmphjr6XKPh4m93AQ,5,1,0.5,0,No action
i2WTOTbT1lqu0byxcnY-GA,QKW7sYPWPSsIcWqSiDzChQ,StiQ_lcCY8sX4JI-J6Mufg,5,1,0.5,0,No action
_o_WRkKLk7NJeOO6NsOmMA,JnRT9i2d71pY8D8ngzCz9Q,1Q_H3BLhKBymF6Se8FfZNw,1,1,0.5,0,No action
NqIsMdYelNlkeK32kJPsCQ,xOLR24JjRq3nE6lW-869Ug,qRBeZAFiId0ainBtpFSGuQ,3,1,0.5,0,No action
tiSpPFzMEWbEZf7mXJ-O6w,PFaAf7rqKfWXIPiG1qxCiw,PmPOuRvuN3CoNOi1nBj_TQ,4,1,0.5,0,No action
ty51pvsTv3KxBaeHFWFZrw,DowPyTFtqen32BuOmzuBXg,F-ykHfGY9lWr12OJ_Ofy7A,3,1,0.5,0,No action
Fzn7pH4L44WChbaMYaZmxQ,rz5kClFIidz_-sfJm4V7MA,0BpMvu5B9fY-KEbOuxLtFQ,3,1,0.5,0,No action
LfMuF4r-UJFf-ji1pAVlBA,P4XRTKPDREmWvPIg81CzUQ,XMRj865sZBPWCI7tx0uBWw,4,1,0.5,0,No action
xCEvHEszA3-CmFqtHacVQg,jKeaOrPyJ-dI9SNeVqrbww,CvRGjwCsrQs1DYYL3z8R7g,1,2,1.5,2,Hide review & alert moderator
_gh5ddLVeF7xEQVUKJLiVg,w70p852jPyabsc2JEIis4w,UI5ghIUeHYxzwSfaDVUXOA,4,0,0.0,0,No action
_Ctic3_Iuw0ECtqH2Yw5yQ,cCwj4RJSKU4-o9ZZ1VTtmA,YKOvlBNkF4KpUP9q7x862w,5,1,0.5,0,No action
mmAi-uXUcfWLnH8qK2gfug,ENJpS6i-s9hWiQg9ZGwevQ,qkbloHdDZuHf_0wTqUGPjQ,5,2,1.5,2,Hide review & alert moderator
28guWjT8KRZKvMZkltdzew,4B6aJJTELjivUXrL_LTlqQ,1DjRf3AdYpdlC1Df9KD6rA,4,0,0.0,0,No action
L1ur4N-XFG_kviP0M2_SCA,E8Gh1Mv8Jtb6eJQjNmIPXg,nFo_63pTr-4ZhakuaRFOCA,5,1,0.5,0,No action
hh1L68RTi1FCHNfXGHkc7A,C6IOtaaYdLIT5fWd7ZYIuA,rZbHg4ACfN3iShdsT47WKQ,5,1,0.5,0,No action
L8C_ZWqXelQDG_SzAp3TkA,QSYnt4piL87oEWJHJ8_pGA,CgHcO651uEE3aalrkm4boQ,1,1,0.5,0,No action
Oz9HXBHI8cqTeFgEusyUrw,nM3vfxr6fcnN_nXdzwbVCw,huxYC5ZvUwJdJE3tfhnpIQ,5,4,2.5,2,Hide review & alert moderator
1-9CLP4RWHJbNThB7r1ErQ,#NAME?,hLRoMJv9KSoBLJILh2TwOg,3,1,0.5,0,No action
7Xmf43U-uyrL6FFtq6OSBA,rVlgz-MGYRPa8UzTYO0RGQ,c0iszTWZwYtO3TgBx0Z0fQ,2,0,0.0,0,No action
4h1s3CFZX8QjIRmPX1URUw,4xaC4c660LOb2qdVeSZfqg,sbsFamEj5wDxNAjUKrMcSw,3,1,0.5,0,No action
LAXS5fIoyHBmRe-gJxUcQA,1wMGLaMIH7CcmJ2htS1rmw,aBjgE5pLhtz4RGGR-IWpGA,3,0,0.0,0,No action
skfhecYPk8vURCcrfTWtUg,dCrd49_lbC3YAgTOZZwYmg,08Z_Zzp8PyEmWWpYurIO-Q,4,1,0.54,0,No action
H8Uhlrj1bEaAgK5J9SomPw,_PzSNcfrCjeBxSLXRoMmgQ,K13dEvg4uimGQ1OcE5vGZA,4,1,0.5,0,No action
QESrotRf2_9329fpBgKvsw,psBJOZfXxUPHmF8mi8G0pw,c0RSs2KYK5Y-ZlSrNq9LyA,5,1,0.5,0,No action
ygVApLq3sbc_U-Y9zFWRdQ,_tBu-2i9uT6LFxh-TyEOHA,odhXwWaYZvD_icIN6f_DbA,3,2,1.44,2,Hide review & alert moderator
OUhKpg-1LG7bpyxHLtbJDQ,VKiWDL608wBRQtk05ts59g,uxoibUaXA-lRXM37ZV8Bsg,1,1,0.5,0,No action
XGZzqC_pPOwqO5QZhHdBNw,XYVfcuxJ4x805zIWvJ17MA,87EXGxQk0nrM41NCfB1HTQ,2,0,0.0,0,No action
ExhhNpUulh2Yjog-nb6O7A,LZxnr-c-VsG0N4Ef-9iAyg,V3lQtk1LgwAEcF9j-BzchA,5,2,1.5,2,Hide review & alert moderator
BswsfdATKn9m2EiT-2_MZg,efZh8TKpCz5AJTcuAnBxRA,F1I_TEBT4Wpj0eDsoXKk3w,4,1,0.52,0,No action
tCps1BXBR4ZUOF-uTxUBMw,WgdgOlb-OIwKxb1p4xWwRA,wl51t6lT7leiX64SlkOx6g,1,2,1.5,2,Hide review & alert moderator
Qp7lu-oy_cLz71bjLgpNjA,mlBC3pN9GXlUUfQi1qBBZA,R3UFldNkrGqOsDgD_cw6bA,4,1,0.5,0,No action
jUlDw4GmEsdv8mHqJ3wFfQ,b60JsTGYbVqUGYbI81aOsw,35uDzLpJlbSztgkJLtg1kw,4,0,0.0,0,No action
b6hHEpYexHQ6LNhDLJ8Efw,YPk47NcyWSkk-541OxyzMQ,NKSA0em3dHSGTyo6Eu-Waw,3,1,0.5,0,No action
qyzPbUwY_QgqdEputNWk6g,dQO0tQISZyb9L4d5ASnXyQ,zp713qNhx8d9KCJJnrw1xA,5,1,0.5,0,No action
VyAIpPxEpMO581PoRB5G6A,UHxBIipD-7xb60CGB8rOuQ,St3jS0PnF1lulH1ggA4Jgw,5,1,0.5,0,No action
t5Hxl0agkS7p3vDnbl3Yyg,gYIHSsoa260H544x9guLOg,hW0Ne_HTHEAgGF1rAdmR-g,3,0,0.0,0,No action
hQUn4oL-6qnjma8indhLNw,nH0YyEYTE7RMeAbeERrSQA,MLPUSpkbWAvr9gJOELKqmQ,2,0,0.0,0,No action
1xrgXladKl8ukUsiyVU_kA,pRw80rCPUTcBo2Zv5De1yQ,zDfaNgSYLn-TwquB5A6AaA,1,2,1.5,2,Hide review & alert moderator
LFKXrB40LfFd16xtSuy7MA,aLTl_OkLo0BFRxdz1n6sYA,NN2qs5B713vM6BDcMyrg4A,5,1,0.5,0,No action
WaXjxD6QcMBQQGOMnlGiYQ,vhxFLqRok6r-D_aQz0s-JQ,ho4Te6bO2tGs56h9PF2vuA,3,0,0.0,0,No action
#NAME?,vhxFLqRok6r-D_aQz0s-JQ,sjCRI-lCh4KLO_RYQdlEeQ,4,1,0.5,0,No action
CVFQy_w2RKrMA7TtPM0EQA,W7zmm1uzlyUkEqpSG7PlBw,uL_kqSm8ZqJ_3U88uwA8tw,5,1,0.5,0,No action
OQjK5jYwSzoyUvOt1kEyPw,bkRfY8jHdFxf7k8vLX4buA,uzETXY35sIROqx6nnGuq-A,3,1,0.5,0,No action
g0PIxO362sPzzvoYXNU4KQ,kxfUWPT6PuwieZHonfXtLw,06kfoeRs9Acj82Yl3i9p_w,5,2,1.5,2,Hide review & alert moderator
2bPgTaY62Jc_FoTtXz35lg,7a_7iT6nDMQc76bz3-TQwg,SMpL3z4FLF07bRA6-y22JQ,5,1,0.5,0,No action
E7R_HyDkf4r0zVEuWxQl7A,6OWHDbEq23f24Vki_veHBA,ht17atGW3tP8dFeiJkXI_g,3,1,0.5,0,No action
PE4ueS5NlXcBw4Ixb8G0hA,Mex8qXT7nR89uTKX_qtgSA,EXmWz2eaKTGNIf3FJUlVZA,5,2,1.5,2,Hide review & alert moderator
fQwfcdBJb1tf7JRTRE5EDg,0ouMuScWJ3GuNtWEmmsziw,TdNIQQcfslKjkey4-yAlKg,5,1,0.5,0,No action
a0YtahC0ZWer56OPruJA-A,ETIAM78kYT_xPM8b2iqi7g,NN9dbEZF_c4YNgfWWAEVig,2,0,0.0,0,No action
3R_6Havc78W_IWkOhK1Liw,SlCfUUr1Pa7CzzSxbMH1pw,oyzxIqrtzu-8sWlPhJVsLw,5,1,0.5,0,No action
uCdLSQa-bH_aYM-5DNuQJQ,dxPBchN0OnHTENctEUm7NQ,qMkIbQFrROSnPaQ7at85-w,5,1,0.5,0,No action
WB_tV05UYyBO_EC0oTIXCw,OPStKHloEOVxcBtFgkzh2A,V4wiGd78Si52Gys9gmoZCg,2,1,0.5,0,No action
RSwZ_b5xV9ovGXTX3mux_w,nZ9XFVETN4hxdK4qPb-T3Q,HGOsJ1-GXCk5_8RmwKxomA,2,0,0.0,0,No action
GXhCVzS14jGRpwusofxFIw,3sJ62Mkavx69FBec71agYg,NCbHGtOP5yJBJsPPaE3X5g,5,1,0.5,0,No action
EuC1SHR55UGShkq3iovTEQ,VBEbhE0ISjg6xowGNiGmgQ,MUsqPXthMdHoPEow9M3MfA,1,3,2.0,1,Flag for manual review
M0sPPYqC8ZDESo7HeJgC-g,33T-R7e8y7st0PA2HRyHnw,7XulXhz9PN2ctxtv0B0b7Q,5,1,0.5,0,No action
ZqzBvizyfGpzfiveEsgZ8A,1uTS7hrpgphH7ZDK8EThzw,cgNIBHS2mLdbTRiodAT6EQ,3,0,0.0,0,No action
ENbvrftx0kvaDfrR1mchSA,QdypppSRw2H5UtMu1IebLw,nY2QBNMEfT3j68j-DHOGyg,4,1,0.5,0,No action
iDujx3HhzFt3mv4KPay6eA,px6RIT_CcE2Z1Jd52C8TQQ,2ceeU8e3nZjaPfGmLwh4kg,4,0,0.0,0,No action
Z67Znbe5riZE4YISO45XAA,QnMPMD8Nh3ErZGfMRGAeYg,u3HMalNH-xBgZUXjnH3O6Q,1,2,1.5,2,Hide review & alert moderator
kPS5PRqkwDpJx_bpDx9lCg,8q2pilNlC3_mTfyDzp0TiA,qecLHHzAwgkkeA1bG81vmw,3,1,0.5,0,No action
DWq3femFL-muAUB6lMBQDA,zFfXgANzhIcD-JkdBygcZQ,vA8T8QXh78iSXhxShLNgQA,2,0,0.0,0,No action
